movie_id,crew_name,job,department
245268,Robert Z. Leonard,Director,Directing
935,Stanley Kubrick,Director,Directing
55613,Guy Maddin,Director,Directing
215107,John O'Brien,Director,Directing
41007,John Irvin,Director,Directing
35645,Kevin James Dobson,Director,Directing
110465,Victor Saville,Director,Directing
255546,Helena Solberg,Director,Directing
40751,Wong Kar-wai,Director,Directing
275096,Ebrahim Forouzesh,Director,Directing
85778,Freida Lee Mock,Director,Directing
11101,Joseph Vilsmaier,Director,Directing
9826,Simon Wincer,Director,Directing
9879,Andrew Bergman,Director,Directing
63564,David Keating,Director,Directing
22621,James Mangold,Director,Directing
7095,Francis Ford Coppola,Director,Directing
26890,Mary Harron,Director,Directing
46732,Charles Matthau,Director,Directing
124633,Goran Paskaljević,Director,Directing
202425,Mwezé Ngangura,Director,Directing
202425,Benoît Lamy,Director,Directing
196940,Jean-Pierre Bekolo,Director,Directing
77771,Djibril Diop Mambéty,Director,Directing
181083,Gaston Kaboré,Director,Directing
41225,Federico Fellini,Director,Directing
41225,Louis Malle,Director,Directing
41225,Roger Vadim,Director,Directing
188589,Henry Jaglom,Director,Directing
188589,Victoria Foyt,Director,Directing
87190,Robby Henson,Director,Directing
627,Danny Boyle,Director,Directing
32872,Scott Winant,Director,Directing
602,Roland Emmerich,Director,Directing
14553,Bernardo Bertolucci,Director,Directing
9566,Tony Scott,Director,Directing
10545,Gary Trousdale,Director,Directing
10545,Kirk Wise,Director,Directing
9894,Ben Stiller,Director,Directing
11543,Bobby Farrelly,Director,Directing
11543,Peter Farrelly,Director,Directing
9268,Chuck Russell,Director,Directing
52059,Carma Hinton,Director,Directing
52059,Richard Gordon,Director,Directing
9327,Tom Shadyac,Director,Directing
123763,María Luisa Bemberg,Director,Directing
81949,Lucian Pintilie,Director,Directing
42005,Gazdag Gyula,Director,Directing
124306,Gérard Mordillat,Director,Directing
183955,Mel Chionglo,Director,Directing
44535,Alexandre Rockwell,Director,Directing
44495,Christopher Larkin,Director,Directing
78285,Laurent Heynemann  ,Director,Directing
11228,Rob Cohen,Director,Directing
10779,Peter Jackson,Director,Directing
26748,John Sayles,Director,Directing
38223,Bronwen Hughes,Director,Directing
9294,Jon Turteltaub,Director,Directing
49963,Nicole Holofcener,Director,Directing
11363,Edward Burns,Director,Directing
1645,Joel Schumacher,Director,Directing
31546,Michael Corrente,Director,Directing
77056,Éric Rohmer,Director,Directing
36344,Fraser Clarke Heston,Director,Directing
18550,Kevin Hooks,Director,Directing
11511,Paul Michael Glaser,Director,Directing
172198,Ildikó Enyedi,Director,Directing
34170,Howard Franklin,Director,Directing
281085,Mitch Marcus,Director,Directing
109478,Jaime Hellman,Director,Directing
124645,Nicolas Roeg,Director,Directing
12606,Arlene Sanford,Director,Directing
69895,Maurizio Nichetti,Director,Directing
35206,Luis Buñuel,Director,Directing
151489,Paul Turner,Director,Directing
4837,Éric Rohmer,Director,Directing
12632,Peter Sehr,Director,Directing
12632,Gernot Roll,Director,Directing
9098,Rolf Silber,Director,Directing
282919,Peter Weck,Director,Directing
124614,Manoel de Oliveira,Director,Directing
18975,Steve Barron,Director,Directing
11962,John Payson,Director,Directing
2925,Hugh Wilson,Director,Directing
28628,Nigel Finch,Director,Directing
3595,Ron Howard,Director,Directing
9308,Hart Bochner,Director,Directing
92381,Doug Ellin,Director,Directing
18555,Annette Haywood-Carter,Director,Directing
12123,Andrew Davis,Director,Directing
10830,Danny DeVito,Director,Directing
3573,Douglas McGrath,Director,Directing
10546,Tim Pope,Director,Directing
18862,Harry Winer,Director,Directing
31417,Georges Franju,Director,Directing
9431,Gilbert Adler,Director,Directing
124619,John Rubino,Director,Directing
297645,Yin Li,Director,Directing
48144,Yim Ho,Director,Directing
46986,Hal Hartley,Director,Directing
144982,Marcus DeLeon,Director,Directing
47907,Lee David Zlotoff,Director,Directing
10061,John Carpenter,Director,Directing
36266,Tran Anh Hung,Director,Directing
549,Julian Schnabel,Director,Directing
10478,Ron Shelton,Director,Directing
66634,Rolf de Heer,Director,Directing
116690,Keisuke Kinoshita,Director,Directing
213917,Nicole Garcia,Director,Directing
145925,Leone Pompucci,Director,Directing
100914,Zheng Jun-Li,Director,Directing
238,Francis Ford Coppola,Director,Directing
159,Sönke Wortmann,Director,Directing
11134,Stanley Tong,Director,Directing
88224,Lisa Krueger,Director,Directing
132641,Mikio Naruse,Director,Directing
42758,Gillies MacKinnon,Director,Directing
9303,Lana Wachowski,Director,Directing
9303,Lilly Wachowski,Director,Directing
23945,Arthur Hiller,Director,Directing
37820,John Ruane,Director,Directing
22479,Robert Altman,Director,Directing
9054,Christopher Cain,Director,Directing
241058,Peter Shaner,Director,Directing
11985,Tsai Ming-liang,Director,Directing
10232,Daniel Schmid,Director,Directing
59569,Tim Metcalfe,Director,Directing
410921,Izidore K. Musallam,Director,Directing
38955,Stanley Tong,Director,Directing
110513,Jim McKay,Director,Directing
114089,Karim Dridi,Director,Directing
11015,Peter Hyams,Director,Directing
9306,John Frankenheimer,Director,Directing
9306,Richard Stanley,Director,Directing
12559,David M. Evans,Director,Directing
58770,David Koepp,Director,Directing
124851,Gary Winick,Director,Directing
3587,Norman Jewison,Director,Directing
10723,Ernest R. Dickerson,Director,Directing
56077,Nick Hamm,Director,Directing
19004,Roy Allen Smith,Director,Directing
101230,Theo van Gogh,Director,Directing
10987,Joe Chappelle,Director,Directing
44705,Trevor Nunn,Director,Directing
20318,Keith Gordon,Director,Directing
43596,Max Ophüls,Director,Directing
79782,Jan Jakub Kolski,Director,Directing
26933,André Téchiné,Director,Directing
27854,Sam Wood,Director,Directing
981,George Cukor,Director,Directing
872,Stanley Donen,Director,Directing
872,Gene Kelly,Director,Directing
2769,Vincente Minnelli,Director,Directing
13320,Stanley Donen,Director,Directing
164,Blake Edwards,Director,Directing
426,Alfred Hitchcock,Director,Directing
567,Alfred Hitchcock,Director,Directing
3078,Frank Capra,Director,Directing
13528,George Cukor,Director,Directing
28288,Mark Sandrich,Director,Directing
213,Alfred Hitchcock,Director,Directing
284,Billy Wilder,Director,Directing
239,Billy Wilder,Director,Directing
4808,Stanley Donen,Director,Directing
289,Michael Curtiz,Director,Directing
963,John Huston,Director,Directing
11113,George Cukor,Director,Directing
6620,Billy Wilder,Director,Directing
804,William Wyler,Director,Directing
26531,Walter Lang,Director,Directing
909,Vincente Minnelli,Director,Directing
630,Victor Fleming,Director,Directing
770,Victor Fleming,Director,Directing
31044,Richard Benjamin,Director,Directing
599,Billy Wilder,Director,Directing
15,Orson Welles,Director,Directing
62,Stanley Kubrick,Director,Directing
121357,Mitchell Leisen,Director,Directing
705,Joseph L. Mankiewicz,Director,Directing
22490,George Cukor,Director,Directing
223,Alfred Hitchcock,Director,Directing
25670,Alfred Hitchcock,Director,Directing
303,Alfred Hitchcock,Director,Directing
4174,Alfred Hitchcock,Director,Directing
8356,Leo McCarey,Director,Directing
381,Alfred Hitchcock,Director,Directing
20758,Vincente Minnelli,Director,Directing
29376,Vincente Minnelli,Director,Directing
1859,Ernst Lubitsch,Director,Directing
18299,Billy Wilder,Director,Directing
17281,Vincente Minnelli,Director,Directing
64382,Vincente Minnelli,Director,Directing
10907,Michael Curtiz,Director,Directing
10907,William Keighley,Director,Directing
32093,Rouben Mamoulian,Director,Directing
1939,Otto Preminger,Director,Directing
22292,Joseph L. Mankiewicz,Director,Directing
3598,Frank Capra,Director,Directing
3080,Mark Sandrich,Director,Directing
198,Ernst Lubitsch,Director,Directing
13562,Gregory La Cava,Director,Directing
1712,George Stevens,Director,Directing
220,Elia Kazan,Director,Directing
3529,W.S. Van Dyke,Director,Directing
3085,Howard Hawks,Director,Directing
2897,Michael Anderson,Director,Directing
1585,Frank Capra,Director,Directing
3083,Frank Capra,Director,Directing
900,Howard Hawks,Director,Directing
43795,George Stevens,Director,Directing
85638,Victor Sjöström,Director,Directing
50001,William A. Wellman,Director,Directing
43905,John Cromwell,Director,Directing
22688,Archie Mayo,Director,Directing
23114,John Cromwell,Director,Directing
26378,Busby Berkeley,Director,Directing
40206,Henry Koster,Director,Directing
22356,James Edward Grant,Director,Directing
260,Alfred Hitchcock,Director,Directing
43488,Lewis Milestone,Director,Directing
22613,Howard Hawks,Director,Directing
22613,Howard Hughes,Director,Directing
10331,George A. Romero,Director,Directing
488,John Huston,Director,Directing
22733,John Huston,Director,Directing
261,Richard Brooks,Director,Directing
57575,Richard Brooks,Director,Directing
32574,Frank Capra,Director,Directing
22657,John Cromwell,Director,Directing
76464,Victor Schertzinger,Director,Directing
22649,Frank Borzage,Director,Directing
176841,Edwin L. Marin,Director,Directing
125587,Thaddeus O'Sullivan,Director,Directing
39448,Corey Yuen Kwai,Director,Directing
52855,Darrell James Roodt,Director,Directing
39940,Joshua Logan,Director,Directing
172868,Chris Newby,Director,Directing
85328,Richard Schenkman,Director,Directing
124632,Allan Miller,Director,Directing
11076,Carroll Ballard,Director,Directing
63945,Lance Young,Director,Directing
58985,Allison Anders,Director,Directing
890,Joseph Vilsmaier,Director,Directing
10861,Ringo Lam,Director,Directing
1770,Neil Jordan,Director,Directing
44465,Amy Holden Jones,Director,Directing
2033,Matthew Broderick,Director,Directing
18203,Stanley Tucci,Director,Directing
18203,Campbell Scott,Director,Directing
9333,Walter Hill,Director,Directing
47260,Robert M. Young,Director,Directing
9400,F. Gary Gray,Director,Directing
9401,John Herzfeld,Director,Directing
12241,Reb Braddock,Director,Directing
25739,René Gainville,Director,Directing
161806,John Walsh,Director,Directing
11306,Michael Apted,Director,Directing
9625,John Gray,Director,Directing
10680,Robert Lieberman,Director,Directing
6346,James Foley,Director,Directing
18660,Norman Tokar,Director,Directing
35115,Norman Foster,Director,Directing
14821,John Hough,Director,Directing
14136,Robert Stevenson,Director,Directing
10869,Robert Stevenson,Director,Directing
22660,Robert Stevenson,Director,Directing
19186,David Swift,Director,Directing
31102,David Swift,Director,Directing
6878,Duwayne Dunham,Director,Directing
15944,Charles Barton,Director,Directing
18444,Ken Annakin,Director,Directing
20723,Robert Stevenson,Director,Directing
173,Richard Fleischer,Director,Directing
864,Jon Turteltaub,Director,Directing
24795,William Dear,Director,Directing
11224,Clyde Geronimi,Director,Directing
11224,Wilfred Jackson,Director,Directing
11224,Hamilton Luske,Director,Directing
81310,Wolfgang Reitherman,Director,Directing
15947,William Roberts,Director,Directing
15947,Clyde Geronimi,Director,Directing
15947,Jack Kinney,Director,Directing
15947,Harold Young,Director,Directing
15947,Norman Ferguson,Director,Directing
9078,Wolfgang Reitherman,Director,Directing
29682,Harold D. Schuster,Director,Directing
29682,Hamilton Luske,Director,Directing
8367,Kevin Reynolds,Director,Directing
433,Robert Stevenson,Director,Directing
11360,Samuel Armstrong,Director,Directing
11360,Ben Sharpsteen,Director,Directing
11360,William Roberts,Director,Directing
11360,Wilfred Jackson,Director,Directing
11360,Jack Kinney,Director,Directing
11360,Norman Ferguson,Director,Directing
11114,Don Chaffey,Director,Directing
12335,Robert Stevenson,Director,Directing
12092,Hamilton Luske,Director,Directing
12092,Wilfred Jackson,Director,Directing
12092,Clyde Geronimi,Director,Directing
10948,Ted Berman,Director,Directing
10948,Art Stevens,Director,Directing
10948,Richard Rich,Director,Directing
11229,Matthew Bright,Director,Directing
15121,Robert Wise,Director,Directing
562,John McTiernan,Director,Directing
10163,Brett Leonard,Director,Directing
48862,Nick Cassavetes,Director,Directing
117036,Iara Lee,Director,Directing
47199,Christopher Hampton,Director,Directing
11159,Mike Leigh,Director,Directing
9591,Tom Hanks,Director,Directing
30500,Michael Pressman,Director,Directing
41843,James Ivory,Director,Directing
55058,Joseph Bologna,Director,Directing
10938,Hettie MacDonald,Director,Directing
11412,Renny Harlin,Director,Directing
10586,Stephen Hopkins,Director,Directing
42314,Al Pacino,Director,Directing
27845,Steve Buscemi,Director,Directing
108365,Ismail Merchant,Director,Directing
23223,John McNaughton,Director,Directing
49471,Spike Lee,Director,Directing
38153,George P. Cosmatos,Director,Directing
25147,Michael Winterbottom,Director,Directing
9716,Woody Allen,Director,Directing
43777,Leon Ichaso,Director,Directing
454,Baz Luhrmann,Director,Directing
10218,Doug Liman,Director,Directing
819,Barry Levinson,Director,Directing
38191,Michael Cimino,Director,Directing
56830,Scott Silver,Director,Directing
11238,Tad Stones,Director,Directing
27256,Anthony Asquith,Director,Directing
31530,Mark Sandrich,Director,Directing
66473,George Stevens,Director,Directing
28120,Edward Dmytryk,Director,Directing
1834,Edward Dmytryk,Director,Directing
26282,Josef von Sternberg,Director,Directing
26282,Nicholas Ray,Director,Directing
37218,Aaron Kim Johnston,Director,Directing
252,Mel Stuart,Director,Directing
116356,Jan Bucquoy,Director,Directing
16372,Jack Clayton,Director,Directing
11561,Woody Allen,Director,Directing
11302,Woody Allen,Director,Directing
623,Charles Crichton,Director,Directing
583,Terry Jones,Director,Directing
12614,Blake Edwards,Director,Directing
21711,Michael Ritchie,Director,Directing
11575,Blake Edwards,Director,Directing
475,Arthur Penn,Director,Directing
11331,John Sturges,Director,Directing
521,Alfred Hitchcock,Director,Directing
21202,Frédéric Mitterrand,Director,Directing
88,Emile Ardolino,Director,Directing
500,Quentin Tarantino,Director,Directing
792,Oliver Stone,Director,Directing
8491,Ted Kotcheff,Director,Directing
402,Paul Verhoeven,Director,Directing
10537,Oliver Stone,Director,Directing
11386,Neil Jordan,Director,Directing
9504,James Foley,Director,Directing
15764,Alan J. Pakula,Director,Directing
601,Steven Spielberg,Director,Directing
67365,Sam Henry Kass,Director,Directing
25842,Edwin L. Marin,Director,Directing
2119,Tony Scott,Director,Directing
744,Tony Scott,Director,Directing
136311,Michael Covert,Director,Directing
221,Nicholas Ray,Director,Directing
702,Elia Kazan,Director,Directing
25750,Greg Spence,Director,Directing
17642,Hugo Van Lawick,Director,Directing
427043,Michael Kreihsl,Director,Directing
146341,Temístocles López,Director,Directing
9305,Claude Nuridsany,Director,Directing
9305,Marie Pérennou,Director,Directing
37616,Alan Taylor,Director,Directing
11112,Donald Petrie,Director,Directing
21612,Abel Ferrara,Director,Directing
141210,Chris Cullari,Director,Directing
102461,Benoît Jacquot,Director,Directing
36998,Jaco Van Dormael,Director,Directing
200383,Nils Gaup,Director,Directing
116844,Peter Cohn,Director,Directing
1630,Miloš Forman,Director,Directing
26626,Rich Wilkes,Director,Directing
124837,R. J. Cutler,Director,Directing
124837,David Van Taylor,Director,Directing
11816,Mark Rydell,Director,Directing
11843,Blake Edwards,Director,Directing
10379,Ate de Jong,Director,Directing
2756,James Cameron,Director,Directing
790,John Carpenter,Director,Directing
